-0.637843414,-1.09963139,0.726879534,1,BLUE,0
-0.956868007,-0.203310719,0.713396275,2,RED,0
0.110266001,-3.126333468,-1.91651452,2,GREEN,0
1.000967131,1.696530489,0.6295204,3,BLUE,0
-0.948198249,0.282592509,-0.49669552,1,GREEN,0
1.163325578,0.087972012,1.446578608,0,RED,0
0.928830559,1.56303031,0.242050646,3,GREEN,0
0.839486347,0.300472038,0.182967597,1,BLUE,0
1.150774551,0.757815997,-0.735374215,1,GREEN,0
-1.042217264,0.768152404,0.095346877,2,GREEN,0
-0.21026608,-0.008682264,-1.610715117,3,GREEN,0
0.408117558,0.048634092,1.283588063,0,GREEN,0
-0.262029971,1.270277608,-0.842101144,0,RED,0
-1.687249096,-0.690008619,1.762377906,1,RED,0
0.831678335,-1.546127351,-0.583908104,0,BLUE,0
-1.22302481,-1.248802164,-0.498340569,3,GREEN,0
0.443717454,0.133001095,1.03932507,2,GREEN,0
-1.348125807,0.265198423,2.472206688,2,BLUE,0
0.358223815,1.280977813,-1.249636625,1,GREEN,0
-0.599400209,0.463303422,-0.178768005,2,RED,0
0.556099167,-0.000268301,-2.021042746,0,GREEN,0
1.359217094,-2.91649485,0.125750148,2,RED,0
0.390306241,-1.823018465,0.106418838,0,RED,0
-0.260288289,-1.003113539,-2.467349987,0,RED,0
-0.682941845,-1.143391728,-0.524233883,2,RED,0
-2.410488378,0.562449713,-1.508792593,2,RED,0
-0.705426828,0.280999757,0.108573204,2,RED,0
1.523030733,0.583636393,-0.317563718,1,GREEN,0
-0.84461135,-0.190830178,1.849439286,1,RED,0
-0.655095391,-0.234181243,-1.369307938,0,RED,0
0.28665454,1.994067134,0.398988504,2,GREEN,0
2.108654371,-0.267339146,-1.812641131,2,RED,0
0.85515012,1.854114089,1.565631464,0,RED,0
-0.030030378,-0.371961733,-2.162505552,2,RED,0
-0.246623131,-0.914906195,-0.263930815,3,RED,0
0.008070629,-0.779816673,0.160684976,1,RED,0
0.70385795,1.099772362,0.838399501,1,RED,0
0.751103926,-0.185924591,-0.003174137,1,BLUE,0
-0.219895355,-1.233761395,0.541249392,3,RED,0
-0.349672291,-1.756980055,0.197690042,1,RED,0
-0.772681688,-1.082019025,-0.021459527,2,GREEN,0
0.441186785,-0.749989795,-0.280999757,2,RED,0
0.188882723,2.556953405,-0.48650918,0,GREEN,0
0.256887915,0.180245934,1.755552148,1,GREEN,0
2.287670213,0.0961154,0.93390554,2,RED,0
-1.066355253,-0.81109647,0.799038844,2,GREEN,0
0.555564839,-0.006540404,-0.35398557,1,GREEN,0
1.443754627,0.75466005,-1.468938535,1,GREEN,0
0.681878873,-0.859347438,-0.479460596,1,GREEN,0
-0.311775921,-1.241328391,-1.214984877,0,RED,0
-0.84526846,-1.376374712,-1.085045369,1,RED,0
1.276991952,-0.923425887,-0.957836619,2,BLUE,0
0.51696361,-1.014182089,0.02031129,3,GREEN,0
-0.8222014,0.101572368,0.439164296,2,RED,0
-1.113744474,1.483722372,-0.658798172,2,RED,0
0.785530574,-0.766613084,0.688553428,1,GREEN,0
-0.359366368,-0.813010956,-0.397167241,3,RED,0
-0.361897037,-1.173621058,0.524672714,1,RED,0
-1.506646186,-1.586017788,-1.228863766,2,RED,0
0.027046099,-0.765689947,-1.619455361,1,RED,0
-1.724611138,-2.632150427,0.514517069,1,GREEN,0
-0.602424279,1.385105861,-0.365329242,1,RED,0
1.571388566,1.362309376,2.601664164,3,BLUE,0
0.662889761,-1.685029929,-0.353497853,0,GREEN,0
0.389150046,1.435773811,0.308484687,1,BLUE,0
0.41502858,0.306320089,0.256097792,2,GREEN,0
-0.534353148,-1.019570846,0.465688572,0,RED,0
0.05790298,-1.308751507,-0.052310725,3,GREEN,0
-0.550037385,0.438406005,-0.056140834,0,RED,0
0.164174025,-0.698576059,-0.093732524,2,BLUE,0
-0.43764885,0.790853392,0.864004051,1,GREEN,0
-0.242996521,0.492027539,1.44788828,0,GREEN,0
-0.094655661,-1.760936357,-0.101420028,0,RED,0
-1.147961939,0.538063887,0.411778274,0,RED,0
1.613798304,-0.151702579,1.863154466,2,RED,0
0.38000735,-0.15239948,-0.869463292,1,BLUE,0
-0.812904091,1.125772542,0.409947916,2,RED,0
0.715469923,-1.019443516,-1.996313586,0,GREEN,0
-0.4151957,1.898124538,0.794730113,2,GREEN,0
-0.394436483,0.585632733,0.564691618,2,GREEN,0
-1.631206032,0.250331595,-0.680142875,1,GREEN,0
-2.373089956,-0.384451369,0.545238663,2,GREEN,0
-0.712607289,-1.257526492,0.993043159,3,RED,0
-3.668246791,0.889622243,0.872144028,0,GREEN,0
-1.506887202,-0.191218987,1.147961939,2,GREEN,0
0.513207397,1.899052222,0.396505584,0,RED,0
-0.262742788,-0.388903345,0.834490947,1,GREEN,0
0.004168896,0.934971922,-0.572605359,1,RED,0
1.451608114,0.073619049,1.089604211,2,GREEN,0
0.608488335,-0.933432602,-0.595284746,2,RED,0
-0.219110916,1.281673576,0.23669827,1,RED,0
3.001623554,2.198776201,1.529160727,0,BLUE,0
-0.575853392,-0.410279881,-0.485304099,1,RED,0
-1.032913133,-0.61300625,0.944726253,3,GREEN,0
-0.02230081,0.663937954,1.973821782,1,GREEN,0
0.25198915,-0.253646704,0.438069492,1,GREEN,0
-0.54240104,-0.559944056,0.544972636,2,RED,0
0.627192094,0.937222921,-0.15317255,0,RED,0
-0.783242058,0.522829851,-0.534706714,1,RED,0
-0.266308007,1.062983301,-0.185380031,1,GREEN,0
1.954686753,-0.608637662,0.348297421,3,BLUE,1
-0.347237516,-1.393049557,-0.003109732,1,GREEN,1
0.212946419,-0.24836862,0.512813643,3,BLUE,1
0.946589183,0.446693379,1.021339416,1,GREEN,1
1.96646471,0.869175268,0.64381385,0,BLUE,1
0.037462827,2.404645615,0.036867108,3,GREEN,1
0.45695589,0.5961154,1.127098871,0,BLUE,1
0.798311988,0.178331051,1.989265742,0,BLUE,1
-0.52201966,-0.465367235,0.489328217,0,BLUE,1
0.975945399,-0.15946324,0.976629793,0,BLUE,1
